year	consul_prior	consul_posterior	comment_year	comment_consul_prior	comment_consul_posterior	consul_prior_wikipedia_uri	consul_posterior_wikipedia_uri	godot_uri	label
-2	Q. Fabricius (suff.; November–December)	L. Caninius Gallus (suff.; July–December)	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-460			https://en.wikipedia.org/wiki/Quintus_Fabricius	https://en.wikipedia.org/wiki/Lucius_Caninius_Gallus_(consul_2_BC)	https://godot.date/id/WtnzSfXsDKSxeziYauLAZG	2 BC: Q. Fabricius (suff.; November–December) / L. Caninius Gallus (suff.; July–December)
-1	Cossus Cornelius Lentulus	L. Calpurnius Piso	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-461				https://en.wikipedia.org/wiki/Lucius_Calpurnius_Piso_the_Augur	https://godot.date/id/WNh5fEQJMGe6o38V2TgrSb	1 BC: Cossus Cornelius Lentulus / L. Calpurnius Piso
-1	A. Plautius (suff.)	A. Caecina Severus (suff.)	Unless otherwise noted, consuls from 80 BC through 1 BC are taken from Ronald Syme, The Augustan Aristocracy (Oxford: Clarendon Press, 1986), pp. 455-462				https://en.wikipedia.org/wiki/Aulus_Caecina_Severus_(consul_1_BC)	https://godot.date/id/DPoZvZziDHJ5iM7oGhrSBE	1 BC: A. Plautius (suff.) / A. Caecina Severus (suff.)
1	C. Julius Caesar (January–December)	L. Aemilius Paullus (January–June)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–458			https://en.wikipedia.org/wiki/Gaius_Caesar	https://en.wikipedia.org/wiki/Lucius_Aemilius_Paullus_(consul_1)	https://godot.date/id/bPwFNqdeGtWYrvgaEG4JsW	1 AD: C. Julius Caesar (January–December) / L. Aemilius Paullus (January–June)
1	C. Julius Caesar (January–December)	M. Herennius Picens (suff.; July–December)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–459			https://en.wikipedia.org/wiki/Gaius_Caesar		https://godot.date/id/NNGrX9pSLziyj7mjCqU73F	1 AD: C. Julius Caesar (January–December) / M. Herennius Picens (suff.; July–December)
2	P. Vinicius (January–June)	P. Alfenus Varus	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–460			https://en.wikipedia.org/wiki/Publius_Vinicius		https://godot.date/id/vhShpjYhntfYvGXgnELoqC	2 AD: P. Vinicius (January–June) / P. Alfenus Varus
2	P. Cornelius Lentulus Scipio (suff.; July–December)	T. Quinctius Crispinus Valerianus (suff.)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–461			https://en.wikipedia.org/wiki/Publius_Cornelius_Lentulus_Scipio_(consul_2)		https://godot.date/id/E53j9F6FsTtkAuSNCP5sYS	2 AD: P. Cornelius Lentulus Scipio (suff.; July–December) / T. Quinctius Crispinus Valerianus (suff.)
3	L. Aelius Lamia (January–June)	M. Servilius	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–462			https://en.wikipedia.org/wiki/Lucius_Aelius_Lamia_(consul_3)		https://godot.date/id/qcAu2EYzEnspUVoC7PAtiJ	3 AD: L. Aelius Lamia (January–June) / M. Servilius
3	P. Silius (suff.; July–December)	L. Volusius Saturninus (suff.)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–463					https://godot.date/id/ckQc2MijuR3DLGta9bik6Q	3 AD: P. Silius (suff.; July–December) / L. Volusius Saturninus (suff.)
4	Sex. Aelius Catus (January–June)	C. Sentius Saturninus	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–464			https://en.wikipedia.org/wiki/Sextus_Aelius_Catus		https://godot.date/id/om9CXY4Xgrego9AoQ8tJbF	4 AD: Sex. Aelius Catus (January–June) / C. Sentius Saturninus
4	Cn. Sentius Saturninus (suff.; July–December)	C. Clodius Licinus (suff.)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–465			https://en.wikipedia.org/wiki/Gnaeus_Sentius_Saturninus_(consul_4)		https://godot.date/id/JcAkFPGy7HgFKhWmE2MW6H	4 AD: Cn. Sentius Saturninus (suff.; July–December) / C. Clodius Licinus (suff.)
5	L. Valerius Messalla Volesus (January–June)	Cn. Cornelius Cinna Magnus	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–466			https://en.wikipedia.org/wiki/Lucius_Valerius_Messalla_Volesus	https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Cinna_Magnus	https://godot.date/id/4yHMytN8E8EFKoXDvdK8ag	5 AD: L. Valerius Messalla Volesus (January–June) / Cn. Cornelius Cinna Magnus
5	C. Vibius Postumus (suff.; July–December)	C. Ateius Capito (suff.)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–467			https://en.wikipedia.org/wiki/Gaius_Vibius_Postumus	https://en.wikipedia.org/wiki/Gaius_Ateius_Capito_(jurist)	https://godot.date/id/YV5CECXCrDNRf7KPoijnr8	5 AD: C. Vibius Postumus (suff.; July–December) / C. Ateius Capito (suff.)
6	M. Aemilius Lepidus (January–December)	L. Arruntius (January–June)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–468			https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_(consul_6)	https://en.wikipedia.org/wiki/Lucius_Arruntius_the_Younger	https://godot.date/id/GqGawVdCq2X4JPPJhGvebV	6 AD: M. Aemilius Lepidus (January–December) / L. Arruntius (January–June)
6	M. Aemilius Lepidus (January–December)	L. Nonius Asprenas (suff.; July–December)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–469			https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_(consul_6)		https://godot.date/id/afktBPRjBh3yn8QaWtf7ua	6 AD: M. Aemilius Lepidus (January–December) / L. Nonius Asprenas (suff.; July–December)
7	Q. Caecilius Metellus Creticus Silanus (January–December)	A. Licinius Nerva Silianus (January–June)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–470			https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Creticus_Silanus	https://en.wikipedia.org/wiki/Aulus_Licinius_Nerva_Silianus	https://godot.date/id/5N55G96YKtfXmK75r6Ucvf	7 AD: Q. Caecilius Metellus Creticus Silanus (January–December) / A. Licinius Nerva Silianus (January–June)
7	Q. Caecilius Metellus Creticus Silanus (January–December)	Lucilius Longus (suff.; July–December)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–471			https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Creticus_Silanus		https://godot.date/id/9tfEwQQrXkfvL4NTtFUoHe	7 AD: Q. Caecilius Metellus Creticus Silanus (January–December) / Lucilius Longus (suff.; July–December)
8	M. Furius Camillus (January–June)	Sex. Nonius Quinctilianus	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–472			https://en.wikipedia.org/wiki/Marcus_Furius_Camillus_(consul_of_8_AD)		https://godot.date/id/oBZ3rTWfpXahJBrAkmx4RR	8 AD: M. Furius Camillus (January–June) / Sex. Nonius Quinctilianus
8	L. Apronius (suff.; July–December)	A. Vibius Habitus (suff.)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–473			https://en.wikipedia.org/wiki/Lucius_Apronius		https://godot.date/id/y653BGR5QmYpm8xLBRUxU8	8 AD: L. Apronius (suff.; July–December) / A. Vibius Habitus (suff.)
9	C. Poppaeus Sabinus (January–June)	Q. Sulpicius Camerinus	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–474				https://en.wikipedia.org/wiki/Quintus_Sulpicius_Camerinus	https://godot.date/id/f4WX9TsYMn2qVtNNXbTXd7	9 AD: C. Poppaeus Sabinus (January–June) / Q. Sulpicius Camerinus
9	M. Papius Mutilus (suff.; July–December)	Q. Poppaeus Secundus (suff.)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–475				https://en.wikipedia.org/wiki/Quintus_Poppaeus_Secundus	https://godot.date/id/Tpm5uJC9W52uZcNHFobUJY	9 AD: M. Papius Mutilus (suff.; July–December) / Q. Poppaeus Secundus (suff.)
10	P. Cornelius Dolabella (January–June)	C. Junius Silanus	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–476			https://en.wikipedia.org/wiki/Publius_Cornelius_Dolabella_(consul_10)	https://en.wikipedia.org/wiki/Gaius_Junius_Silanus	https://godot.date/id/7cHSXgDJ6GwG4siWfT7gRY	10 AD: P. Cornelius Dolabella (January–June) / C. Junius Silanus
10	Ser. Cornelius Lentulus Maluginensis (suff.; July–December)	Q. Junius Blaesus (suff.)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–477			https://en.wikipedia.org/wiki/Servius_Cornelius_Lentulus_Maluginensis		https://godot.date/id/Q86BPY9HLAsYPRyCzd5eM3	10 AD: Ser. Cornelius Lentulus Maluginensis (suff.; July–December) / Q. Junius Blaesus (suff.)
11	M'. Aemilius Lepidus (January–June)	T. Statilius Taurus (January–December)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–478			https://en.wikipedia.org/wiki/Manius_Aemilius_Lepidus_(consul_11_CE)		https://godot.date/id/g8JvJLEceMa4KyNY3qXmN4	11 AD: M'. Aemilius Lepidus (January–June) / T. Statilius Taurus (January–December)
11	L. Cassius Longinus (suff.; July–December)	T. Statilius Taurus (January–December)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–479				https://en.wikipedia.org/wiki/Titus_Statilius_Taurus_(consul_11)	https://godot.date/id/KLuxmKu4gqMi5DU85nqUwA	11 AD: L. Cassius Longinus (suff.; July–December) / T. Statilius Taurus (January–December)
12	Germanicus Julius Caesar (January–December)	C. Fonteius Capito (January–June)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–480			https://en.wikipedia.org/wiki/Germanicus	https://en.wikipedia.org/wiki/Gaius_Fonteius_Capito_(consul_AD_12)	https://godot.date/id/FM9edVJRj6vQ8zuQcJz4mE	12 AD: Germanicus Julius Caesar (January–December) / C. Fonteius Capito (January–June)
12	Germanicus Julius Caesar (January–December)	C. Visellius Varro (suff.; July–December)	Unless otherwise noted, consuls from AD 1 through AD 12 are taken from Ronald Syme, The Augustan Aristocracy, (Oxford: Clarendon Press, 1986), pp. 455–481			https://en.wikipedia.org/wiki/Germanicus	https://en.wikipedia.org/wiki/Gaius_Visellius_Varro	https://godot.date/id/3eqqdQTb9eg2eg9czjzBo7	12 AD: Germanicus Julius Caesar (January–December) / C. Visellius Varro (suff.; July–December)
13	C. Silius (January–June)	L. Munatius Plancus (January–December)	The consuls of this year are taken from Diana Gorostidi Pi, "Sui consoli dell’anno 13 d.C.: Nuovi dati dai fasti consulares Tusculani", Zeitschrift für Papyrologie und Epigraphik, 189 (2014), pg 265–275			https://en.wikipedia.org/wiki/Gaius_Silius	https://en.wikipedia.org/wiki/Lucius_Munatius_Plancus_(consul_13)	https://godot.date/id/wWMadssvriZyB9neP3NzHL	13 AD: C. Silius (January–June) / L. Munatius Plancus (January–December)
13	C. Caecina Largus (suff.; July–December)	L. Munatius Plancus (January–December)	The consuls of this year are taken from Diana Gorostidi Pi, "Sui consoli dell’anno 13 d.C.: Nuovi dati dai fasti consulares Tusculani", Zeitschrift für Papyrologie und Epigraphik, 189 (2014), pg 265–275				https://en.wikipedia.org/wiki/Lucius_Munatius_Plancus_(consul_13)	https://godot.date/id/VC77JktfsDczSiupSEm3K6	13 AD: C. Caecina Largus (suff.; July–December) / L. Munatius Plancus (January–December)
14	Sex. Pompeius (January–December)	Sex. Appuleius	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-460			https://en.wikipedia.org/wiki/Sextus_Pompeius_(consul_14)	https://en.wikipedia.org/wiki/Sextus_Appuleius_(consul_AD_14)	https://godot.date/id/y3DKYErD6eKv869GmtGBuC	14 AD: Sex. Pompeius (January–December) / Sex. Appuleius
15	Drusus Julius Caesar (January–December)	C. Norbanus Flaccus (January–June)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-461			https://en.wikipedia.org/wiki/Drusus_Julius_Caesar	https://en.wikipedia.org/wiki/Gaius_Norbanus_Flaccus_(consul_15)	https://godot.date/id/faaMyz6neLUUHCJJTwSkFB	15 AD: Drusus Julius Caesar (January–December) / C. Norbanus Flaccus (January–June)
15	Drusus Julius Caesar (January–December)	M. Junius Silanus (suff.; July–December)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-462			https://en.wikipedia.org/wiki/Drusus_Julius_Caesar	https://en.wikipedia.org/wiki/Marcus_Junius_Silanus_(consul_AD_15)	https://godot.date/id/QEcjwmz6RouKQVcmL9xEv4	15 AD: Drusus Julius Caesar (January–December) / M. Junius Silanus (suff.; July–December)
16	Sisenna Statilius Taurus (January–June)	L. Scribonius Libo	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-463				https://en.wikipedia.org/wiki/Lucius_Scribonius_Libo_(consul_16)	https://godot.date/id/QB8BpieHjiNufhCgjYEjBD	16 AD: Sisenna Statilius Taurus (January–June) / L. Scribonius Libo
16	C. Vibius Rufus (suff.; July–December)	P. Pomponius Graecinus (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-464			https://en.wikipedia.org/wiki/Gaius_Vibius_Rufus	https://en.wikipedia.org/wiki/Gaius_Pomponius_Graecinus	https://godot.date/id/3ijSYmLYaYk6m6bVT2YoYK	16 AD: C. Vibius Rufus (suff.; July–December) / P. Pomponius Graecinus (suff.)
17	L. Pomponius Flaccus (January–June)	C. Caelius Rufus	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-465					https://godot.date/id/shzNMYk9zW92YZx8oT9XAm	17 AD: L. Pomponius Flaccus (January–June) / C. Caelius Rufus
17	C. Vibius Marsus (suff.; July–December)	L. Voluseius Proculus (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-466			https://en.wikipedia.org/wiki/Gaius_Vibius_Marsus		https://godot.date/id/hNrkFz2AAnXZ2G5PsLqrD	17 AD: C. Vibius Marsus (suff.; July–December) / L. Voluseius Proculus (suff.)
18	Ti. Caesar Augustus III (January)	Germanicus Julius Caesar II (January–April)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-467			https://en.wikipedia.org/wiki/Tiberius	https://en.wikipedia.org/wiki/Germanicus	https://godot.date/id/K3BRW2CdtsDnLojY2tJUZY	18 AD: Ti. Caesar Augustus III (January) / Germanicus Julius Caesar II (January–April)
18	L. Seius Tubero (suff.; February–July)	Livineius Regulus (suff.; May–July)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-468				https://en.wikipedia.org/wiki/Livineius_Regulus	https://godot.date/id/6XJGqvWBMUmwH6sVqFx5Fn	18 AD: L. Seius Tubero (suff.; February–July) / Livineius Regulus (suff.; May–July)
18	C. Rubellius Blandus (suff.; August–December)	M. Vipstanus Gallus (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-469			https://en.wikipedia.org/wiki/Gaius_Rubellius_Blandus		https://godot.date/id/9ePUY84rnZwAjTGhQqtitf	18 AD: C. Rubellius Blandus (suff.; August–December) / M. Vipstanus Gallus (suff.)
19	M. Junius Silanus Torquatus (January–December)	L. Norbanus Balbus (January–June)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-470			https://en.wikipedia.org/wiki/Marcus_Junius_Silanus_Torquatus_(consul_19)	https://en.wikipedia.org/wiki/Lucius_Norbanus_Balbus	https://godot.date/id/tVZziZu2ELJzCkPX5abkJk	19 AD: M. Junius Silanus Torquatus (January–December) / L. Norbanus Balbus (January–June)
19	M. Junius Silanus Torquatus (January–December)	P. Petronius (suff.; July–December)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-471			https://en.wikipedia.org/wiki/Marcus_Junius_Silanus_Torquatus_(consul_19)	https://en.wikipedia.org/wiki/Publius_Petronius	https://godot.date/id/YzapbteHbx7hCWfXiBbB6e	19 AD: M. Junius Silanus Torquatus (January–December) / P. Petronius (suff.; July–December)
20	M. Valerius Messala Barbatus (January–December)	M. Aurelius Cotta Maximus Messalinus	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-472				https://en.wikipedia.org/wiki/Marcus_Aurelius_Cotta_Maximus_Messalinus	https://godot.date/id/ZkLGR3SbmE6AuAYF29BsBn	20 AD: M. Valerius Messala Barbatus (January–December) / M. Aurelius Cotta Maximus Messalinus
21	Ti. Caesar Augustus IV (January–June)	Drusus Julius Caesar II	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-473			https://en.wikipedia.org/wiki/Tiberius		https://godot.date/id/faDKj2AQtRXYVHUBQ2bf25	21 AD: Ti. Caesar Augustus IV (January–June) / Drusus Julius Caesar II
21	Mam. Aemilius Scaurus (suff.; July–December)	Cn. Tremellius (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-474					https://godot.date/id/NZF9NcKxhgihUtDdQv8fgW	21 AD: Mam. Aemilius Scaurus (suff.; July–December) / Cn. Tremellius (suff.)
22	D. Haterius Agrippa	C. Sulpicius Galba	Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-474 indicates no suffect consuls for this year					https://godot.date/id/KcZY4u4ABB5dguMHeM4uuJ	22 AD: D. Haterius Agrippa / C. Sulpicius Galba
22	M. Cocceius Nerva (suff.)	C. Vibius Rufinus (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-476	Tacitus, Ann., IV, 28.	Der Neue Pauly, Stuttgardiae 1999, T. 12/2, c. 177			https://godot.date/id/JyeGpJREeXf6QietcgWpET	22 AD: M. Cocceius Nerva (suff.) / C. Vibius Rufinus (suff.)
23	C. Asinius Pollio (January–December)	C. Antistius Vetus (January–June)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-477				https://en.wikipedia.org/wiki/Gaius_Antistius_Vetus_(consul_23)	https://godot.date/id/WSR5bQN2ALxiiYUac9N2e4	23 AD: C. Asinius Pollio (January–December) / C. Antistius Vetus (January–June)
23	C. Asinius Pollio (January–December)	C. Stertinius Maximus (suff.; July–December)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-478					https://godot.date/id/ZSaUnaEpABVPiBqG5QsLLK	23 AD: C. Asinius Pollio (January–December) / C. Stertinius Maximus (suff.; July–December)
24	Ser. Cornelius Cethegus (January–June)	L. Visellius Varro	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-479			https://en.wikipedia.org/wiki/Servius_Cornelius_Cethegus	https://en.wikipedia.org/wiki/Lucius_Visellius_Varro	https://godot.date/id/nBxW3iyYNQM3nqeWm3m2i9	24 AD: Ser. Cornelius Cethegus (January–June) / L. Visellius Varro
24	C. Calpurnius Aviola (suff.; July–December)	P. Cornelius Lentulus Scipio (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-480			https://en.wikipedia.org/wiki/Gaius_Calpurnius_Aviola	https://en.wikipedia.org/wiki/Publius_Cornelius_Lentulus_Scipio	https://godot.date/id/LfsMswW8NLBA4iwakqhYhd	24 AD: C. Calpurnius Aviola (suff.; July–December) / P. Cornelius Lentulus Scipio (suff.)
25	Cossus Cornelius Lentulus (January–August)	M. Asinius Agrippa (January–December)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-481			https://en.wikipedia.org/wiki/Cossus_Cornelius_Lentulus_(consul_AD_25)	https://en.wikipedia.org/wiki/Marcus_Asinius_Agrippa	https://godot.date/id/XbPJyM9UtAYkdSMFouSavj	25 AD: Cossus Cornelius Lentulus (January–August) / M. Asinius Agrippa (January–December)
25	C. Petronius (suff.; September–December)	M. Asinius Agrippa (January–December)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-482			https://en.wikipedia.org/wiki/Gaius_Petronius_(consul_25)	https://en.wikipedia.org/wiki/Marcus_Asinius_Agrippa	https://godot.date/id/xMzHhSurQtwCMCPHUgZKf3	25 AD: C. Petronius (suff.; September–December) / M. Asinius Agrippa (January–December)
26	Cn. Cornelius Lentulus Gaetulicus (January–June)	C. Calvisius Sabinus	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-483				https://en.wikipedia.org/wiki/Gaius_Calvisius_Sabinus_(consul_AD_26)	https://godot.date/id/PV3JdTCVAH6nYkNnM2jgcH	26 AD: Cn. Cornelius Lentulus Gaetulicus (January–June) / C. Calvisius Sabinus
26	Q. Junius Blaesus (suff.; July–December)	L. Antistius Vetus (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-484				https://en.wikipedia.org/wiki/Lucius_Antistius_Vetus_(consul_26)	https://godot.date/id/fXeBmQWmkypgfvMPgmcfm9	26 AD: Q. Junius Blaesus (suff.; July–December) / L. Antistius Vetus (suff.)
27	L. Calpurnius Piso (January–June)	M. Licinius Crassus Frugi	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-485			https://en.wikipedia.org/wiki/Lucius_Calpurnius_Piso_(consul_27)	https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus_Frugi	https://godot.date/id/YeuUwshrs7scd3wgHdTn6F	27 AD: L. Calpurnius Piso (January–June) / M. Licinius Crassus Frugi
27	P. Cornelius Lentulus (suff.; July–December)	C. Sallustius Passienus Crispus (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-486			https://en.wikipedia.org/wiki/Publius_Cornelius_Lentulus_(consul_27)	https://en.wikipedia.org/wiki/Gaius_Sallustius_Passienus_Crispus	https://godot.date/id/8NyrYqKADH8kRe4gytXD8A	27 AD: P. Cornelius Lentulus (suff.; July–December) / C. Sallustius Passienus Crispus (suff.)
28	Ap. Junius Silanus (January–June)	P. Silius Nerva	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-487					https://godot.date/id/q8mPvmDpci9oRiiFwgAhYB	28 AD: Ap. Junius Silanus (January–June) / P. Silius Nerva
28	L. Junius Silanus (suff.; July–December)	C. Vellaeus Tutor (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-488					https://godot.date/id/3zKZWEnn5A3DpdHbJQb2AH	28 AD: L. Junius Silanus (suff.; July–December) / C. Vellaeus Tutor (suff.)
29	C. Fufius Geminus (January–June)	L. Rubellius Geminus	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-489			https://en.wikipedia.org/wiki/Gaius_Fufius_Geminus_(consul_29)		https://godot.date/id/S6WQ4cSo7LHWxdSRz5QHJ8	29 AD: C. Fufius Geminus (January–June) / L. Rubellius Geminus
29	A. Plautius (suff.; July–December)	L. Nonius Asprenas (suff.)	Unless otherwise indicated, the names and dates for the years AD 14–36 are taken from Alison E. Cooley, The Cambridge Manual of Latin Epigraphy (Cambridge: University Press, 2012), pp.458-490			https://en.wikipedia.org/wiki/Aulus_Plautius		https://godot.date/id/bUB6djyUaNGgztVF4GbtQ	29 AD: A. Plautius (suff.; July–December) / L. Nonius Asprenas (suff.)
