year	consul_prior	consul_posterior	comment_year	comment_consul_prior	comment_consul_posterior	consul_prior_wikipedia_uri	consul_posterior_wikipedia_uri	godot_uri	label
138	M. Vindius Verus (suff.; April–June)	P. Pactumeius Clemens (suff.; in absentia)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–91				https://en.wikipedia.org/wiki/Publius_Pactumeius_Clemens	https://godot.date/id/Wed3J2yK2WgqZsRvLD8PVR	138 AD: M. Vindius Verus (suff.; April–June) / P. Pactumeius Clemens (suff.; in absentia)
138	P. Cassius Secudus (suff.; October–December)	Marcus Nonius Mucianus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–92				https://en.wikipedia.org/wiki/Marcus_Nonius_Mucianus	https://godot.date/id/quACjYFLYeYJj3wJ9qmiLE	138 AD: P. Cassius Secudus (suff.; October–December) / Marcus Nonius Mucianus (suff.)
139	Imp. Caesar T. Aelius Hadrianus Antoninus Augustus Pius II (January–April)	C. Bruttius Praesens Fulvius Rusticus II	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–93			https://en.wikipedia.org/wiki/Antoninus_Pius	https://en.wikipedia.org/wiki/Gaius_Bruttius_Praesens_(consul_AD_139)	https://godot.date/id/NcQA6XndDLrEYPGLoDjm6L	139 AD: Imp. Caesar T. Aelius Hadrianus Antoninus Augustus Pius II (January–April) / C. Bruttius Praesens Fulvius Rusticus II
139	L. Minicius Natalis Quadronius Verus (suff.; July–August)	L. Claudius Proculus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–94			https://en.wikipedia.org/wiki/Lucius_Minicius_Natalis_Quadronius_Verus		https://godot.date/id/vaymacQiJC4WrnFAW4pfuS	139 AD: L. Minicius Natalis Quadronius Verus (suff.; July–August) / L. Claudius Proculus (suff.)
139	ignotus (suff.; September–October)	C. Julius Scapula (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–95					https://godot.date/id/zBsYA8wfjoUSXhcdPe7Nhk	139 AD: ignotus (suff.; September–October) / C. Julius Scapula (suff.)
139	M. Ceccius Justinus (suff.; November–December)	C. Julius Bassus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–96					https://godot.date/id/YunJBZXLbmBUQXK9uPWnpR	139 AD: M. Ceccius Justinus (suff.; November–December) / C. Julius Bassus (suff.)
140	Imp. Caesar T. Aelius Hadrianus Antoninus Augustus Pius III (January)	M. Aurelius Caesar (January–April)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–97			https://en.wikipedia.org/wiki/Antoninus_Pius	https://en.wikipedia.org/wiki/Marcus_Aurelius	https://godot.date/id/yavT53C8ztWajgUStdLLLE	140 AD: Imp. Caesar T. Aelius Hadrianus Antoninus Augustus Pius III (January) / M. Aurelius Caesar (January–April)
140	Q. Antonius Isauricus (suff.; May)	L. Aurelius Flaccus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–98			https://en.wikipedia.org/wiki/Quintus_Antonius_Isauricus		https://godot.date/id/K6frhyKEHsShDvhPk3up6o	140 AD: Q. Antonius Isauricus (suff.; May) / L. Aurelius Flaccus (suff.)
140	Julius Crassipes (suff.; between June and October)	ignotus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–99					https://godot.date/id/4RZ66zzagytLySrpza8aoE	140 AD: Julius Crassipes (suff.; between June and October) / ignotus (suff.)
140	M. Barbius Aemilianus (suff.; November–December)	T. Flavius Julianus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–100					https://godot.date/id/Dx9WSpUuwouyTrK59rojai	140 AD: M. Barbius Aemilianus (suff.; November–December) / T. Flavius Julianus (suff.)
141	T. Hoenius Severus (January–February)	M. Peducaeus Stloga Priscinus	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–101				https://en.wikipedia.org/wiki/Marcus_Peducaeus_Stloga_Priscinus	https://godot.date/id/Qmn9WcNb2xST6bhY3Rmq2L	141 AD: T. Hoenius Severus (January–February) / M. Peducaeus Stloga Priscinus
141	C. Julius Pisibanus (suff.; May–June)	(Larcius?) Lepidus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–102					https://godot.date/id/sMvSeWXBWqX4BUTAXS2n2Q	141 AD: C. Julius Pisibanus (suff.; May–June) / (Larcius?) Lepidus (suff.)
141	T. Caesernius Statianus (suff.; September–October)	ignotus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–103					https://godot.date/id/CVqXHCWuwT9tUSHpHgYxs8	141 AD: T. Caesernius Statianus (suff.; September–October) / ignotus (suff.)
141	L. Annius Fabianus (suff.; November–December)	ignotus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–104			https://en.wikipedia.org/wiki/Lucius_Annius_Fabianus_(consul_141)		https://godot.date/id/3mfARWnnM25w7q8xTtRbNi	141 AD: L. Annius Fabianus (suff.; November–December) / ignotus (suff.)
142	L. Cuspius Pactumeius Rufinus (January–March)	L. Statius Quadratus	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–105. Werner Eck and Peter Weiß have shown a fragment of a military diploma proves that the suffect consuls previously allocated to 165 are correctly placed in 142. "Tusidius Campester, cos. suff. unter Antoninus Pius, und die Fasti Ostienses der Jahrec141/142 n. Chr.", Zeitschrift für Papyrologie und Epigraphik, 134 (2001), pp. 251-260				https://en.wikipedia.org/wiki/Lucius_Statius_Quadratus	https://godot.date/id/CTAzZFL4vr4u7nkRabrdti	142 AD: L. Cuspius Pactumeius Rufinus (January–March) / L. Statius Quadratus
142	L. Granius Castus (suff.; April–June)	Ti. Junius Julianus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–105. Werner Eck and Peter Weiß have shown a fragment of a military diploma proves that the suffect consuls previously allocated to 165 are correctly placed in 142. "Tusidius Campester, cos. suff. unter Antoninus Pius, und die Fasti Ostienses der Jahrec141/142 n. Chr.", Zeitschrift für Papyrologie und Epigraphik, 134 (2001), pp. 251-261					https://godot.date/id/CP5iT9FniRZJtbu9jiBrHm	142 AD: L. Granius Castus (suff.; April–June) / Ti. Junius Julianus (suff.)
142	M. Cornelius Fronto (suff.; July–August)	C. Laberius Priscus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–105. Werner Eck and Peter Weiß have shown a fragment of a military diploma proves that the suffect consuls previously allocated to 165 are correctly placed in 142. "Tusidius Campester, cos. suff. unter Antoninus Pius, und die Fasti Ostienses der Jahrec141/142 n. Chr.", Zeitschrift für Papyrologie und Epigraphik, 134 (2001), pp. 251-262			https://en.wikipedia.org/wiki/Marcus_Cornelius_Fronto		https://godot.date/id/mBkfJ4wrbv2RggsD5DjXjE	142 AD: M. Cornelius Fronto (suff.; July–August) / C. Laberius Priscus (suff.)
142	L. Tusidius Campester (suff.; September–October)	Q. Cornelius Senecio Annianus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–105. Werner Eck and Peter Weiß have shown a fragment of a military diploma proves that the suffect consuls previously allocated to 165 are correctly placed in 142. "Tusidius Campester, cos. suff. unter Antoninus Pius, und die Fasti Ostienses der Jahrec141/142 n. Chr.", Zeitschrift für Papyrologie und Epigraphik, 134 (2001), pp. 251-263					https://godot.date/id/UpPTsDAXM8t4L5pwXAyNF4	142 AD: L. Tusidius Campester (suff.; September–October) / Q. Cornelius Senecio Annianus (suff.)
142	(Sulpicius?) Julianus (suff.; November–December)	T. Julius Castus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–105. Werner Eck and Peter Weiß have shown a fragment of a military diploma proves that the suffect consuls previously allocated to 165 are correctly placed in 142. "Tusidius Campester, cos. suff. unter Antoninus Pius, und die Fasti Ostienses der Jahrec141/142 n. Chr.", Zeitschrift für Papyrologie und Epigraphik, 134 (2001), pp. 251-264					https://godot.date/id/tYXs6srDhbYPVtBgHu3nqg	142 AD: (Sulpicius?) Julianus (suff.; November–December) / T. Julius Castus (suff.)
143	C. Bellicius Flaccus Torquatus (January–March)	L. Vibullius Hipparchus Ti. Claudius Atticus Herodes	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–110			https://en.wikipedia.org/wiki/Gaius_Bellicius_Flaccus_Torquatus	https://en.wikipedia.org/wiki/Herodes_Atticus	https://godot.date/id/uCCQawC6SqV9kA2cxofWYD	143 AD: C. Bellicius Flaccus Torquatus (January–March) / L. Vibullius Hipparchus Ti. Claudius Atticus Herodes
143	Q. Junius Calamus (suff.; attested 7 August)	M. Valerius Junianus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–111					https://godot.date/id/hq6ryxGtNWxwb8gMiRw6Ea	143 AD: Q. Junius Calamus (suff.; attested 7 August) / M. Valerius Junianus (suff.)
144	L. Hedius Rufus Lollianus Avitus (January–February)	T. Statilius Maximus	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–112			https://en.wikipedia.org/wiki/Lucius_Hedius_Rufus_Lollianus_Avitus_(consul_144)	https://en.wikipedia.org/wiki/Titus_Statilius_Maximus	https://godot.date/id/MavimxMsD4Xqb8KTbfjbcV	144 AD: L. Hedius Rufus Lollianus Avitus (January–February) / T. Statilius Maximus
144	L. Aemilius Carus (suff.; attested 19 March)	Q. Egrilius Plarianus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–113			https://en.wikipedia.org/wiki/Lucius_Aemilius_Carus		https://godot.date/id/BetANpdoyCFtANZyhYwyzW	144 AD: L. Aemilius Carus (suff.; attested 19 March) / Q. Egrilius Plarianus (suff.)
144	ignotus (suff.; attested 7 September)	Q. Laberius Licinianus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–114					https://godot.date/id/KUNKJKrcMurNHDGwUYgYwE	144 AD: ignotus (suff.; attested 7 September) / Q. Laberius Licinianus (suff.)
144	L. Marcius Celer M. Calpurnius Longus (suff.; attested 18 December)	D. Velius Fidus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–115					https://godot.date/id/QiGgUZgMbgoCEVEQ3MCsr3	144 AD: L. Marcius Celer M. Calpurnius Longus (suff.; attested 18 December) / D. Velius Fidus (suff.)
145	Imp. Caesar T. Aelius Hadrianus Antoninus Augustus Pius IV (January–February)	M. Aurelius Caesar II	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–116			https://en.wikipedia.org/wiki/Antoninus_Pius	https://en.wikipedia.org/wiki/Marcus_Aurelius	https://godot.date/id/uYwLjEFh3QNQ4wx9wtnBVP	145 AD: Imp. Caesar T. Aelius Hadrianus Antoninus Augustus Pius IV (January–February) / M. Aurelius Caesar II
145	L. Plautius Lamia Silvanus (suff.; March–April)	L. Poblicola Priscus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–117			https://en.wikipedia.org/wiki/Lucius_Plautius_Lamia_Silvanus		https://godot.date/id/7WxTKrP2baxosjGSXg3QpQ	145 AD: L. Plautius Lamia Silvanus (suff.; March–April) / L. Poblicola Priscus (suff.)
145	Cn. Arrius Cornelius Proculus (suff.; May–June)	D. Junius (Paetus?) (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–118			https://en.wikipedia.org/wiki/Gnaeus_Arrius_Cornelius_Proculus		https://godot.date/id/hzanzkB3af5veSeCdMeey6	145 AD: Cn. Arrius Cornelius Proculus (suff.; May–June) / D. Junius (Paetus?) (suff.)
145	Q. Mustius Priscus (suff.; July–August)	M. Pontius Laelianus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–119				https://en.wikipedia.org/wiki/Marcus_Pontius_Laelianus	https://godot.date/id/BMBjmieoQGBMXTqJmU3CLk	145 AD: Q. Mustius Priscus (suff.; July–August) / M. Pontius Laelianus (suff.)
145	L. Petronius Sabinus (suff.; September–October)	C. Vicrius Rufus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–120					https://godot.date/id/SwR3SHKk4rd8Q48jhQ6RW6	145 AD: L. Petronius Sabinus (suff.; September–October) / C. Vicrius Rufus (suff.)
145	C. Fadius Rufus (suff.; November–December)	P. Vicrius (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–121					https://godot.date/id/25kupAYtq4D7TXbHcs3wma	145 AD: C. Fadius Rufus (suff.; November–December) / P. Vicrius (suff.)
146	Sex. Erucius Clarus II (January–February)	Cn. Claudius Severus Arabianus (January–April)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–122			https://en.wikipedia.org/wiki/Sextus_Erucius_Clarus	https://en.wikipedia.org/wiki/Gnaeus_Claudius_Severus_Arabianus	https://godot.date/id/SEHt9ZxUyDScR55RRC2dYM	146 AD: Sex. Erucius Clarus II (January–February) / Cn. Claudius Severus Arabianus (January–April)
146	Q. Licinius Modestinus (Sex.?) Attius Labeo (suff.; March–April)	Cn. Claudius Severus Arabianus (January–April)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–123				https://en.wikipedia.org/wiki/Gnaeus_Claudius_Severus_Arabianus	https://godot.date/id/ePLovsh9Bk7mkGSR2hUHiY	146 AD: Q. Licinius Modestinus (Sex.?) Attius Labeo (suff.; March–April) / Cn. Claudius Severus Arabianus (January–April)
146	P. Mummius Sisenna Rutilianus (suff.; May–June)	T. Prifernius Paetus Rosianus Nonius Agricola C. Labeo Tetius Geminus (suff.; May–June)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–124			https://en.wikipedia.org/wiki/Publius_Mummius_Sisenna_Rutilianus	https://en.wikipedia.org/wiki/Titus_Prifernius_Paetus_Rosianus_Geminus	https://godot.date/id/w8re3Dvu2a63dCR8kW8BGR	146 AD: P. Mummius Sisenna Rutilianus (suff.; May–June) / T. Prifernius Paetus Rosianus Nonius Agricola C. Labeo Tetius Geminus (suff.; May–June)
146	Cn. Terentius Homullus Iunior (suff.; July–August)	L. Aurelius Gallus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–125				https://en.wikipedia.org/wiki/Lucius_Aurelius_Gallus_(consul_146)	https://godot.date/id/hL4fTDVF4r8u9RTUWaYhmD	146 AD: Cn. Terentius Homullus Iunior (suff.; July–August) / L. Aurelius Gallus (suff.)
146	Q. Voconius Saxa Fidus (suff.; September–October)	C. Annianus Verus (suff.)	Unless otherwise noted, consuls from 138 to 161 are taken from Werner Eck, "Die Fasti consulares der Regungszeit des Antoninus Pius, eine Bestandsaufnahme seit Géza Alföldys Konsulat und Senatorenstand" in Studia epigraphica in memoriam Géza Alföldy, hg. W. Eck, B. Feher, and P. Kovács (Bonn, 2013), pp. 69–126					https://godot.date/id/ZDopdZo3arMvqpAWrN8Lfj	146 AD: Q. Voconius Saxa Fidus (suff.; September–October) / C. Annianus Verus (suff.)
