emperor_label	wikidata_uri	trib_pot_no	not_before	not_after	godot_uri
Gratian	https://www.wikidata.org/wiki/Q189108	7	372	373	https://godot.date/id/uDdWQZAEhEkvRdt6iNB2ji
Gratian	https://www.wikidata.org/wiki/Q189108	8	373	374	https://godot.date/id/ox3HY27zFzsYyJagMPonSH
Gratian	https://www.wikidata.org/wiki/Q189108	9	374	375	https://godot.date/id/tJGTYzFzDbDwGisvwwQLPg
Gratian	https://www.wikidata.org/wiki/Q189108	10	375	376	https://godot.date/id/mV76FiZK5NTB9DHzvyrFDh
Gratian	https://www.wikidata.org/wiki/Q189108	11	376	377	https://godot.date/id/65wZw9rvhAXzAocg4VvQUb
Gratian	https://www.wikidata.org/wiki/Q189108	12	377	378	https://godot.date/id/y65wmJzuaXcXd7XEfotVE9
Gratian	https://www.wikidata.org/wiki/Q189108	13	378	379	https://godot.date/id/72r7kkEVZ3nN5BNNkqyPHW
Gratian	https://www.wikidata.org/wiki/Q189108	14	379	380	https://godot.date/id/3a7Mamhgy37P9PF6Lg7Hvb
Gratian	https://www.wikidata.org/wiki/Q189108	15	380	381	https://godot.date/id/T6wcPHLGKCFuUYrXzTQTx9
Gratian	https://www.wikidata.org/wiki/Q189108	16	381	382	https://godot.date/id/JCpTMaCeTU9eGZTTgqB8Y6
Gratian	https://www.wikidata.org/wiki/Q189108	17	382	383	https://godot.date/id/ocAV3XTwHjw2SPg5dtEcZE
